1722432291.8000298,"[-7.3696, -2.1168, 6.5856, -0.1216, 15.504, -15.5648, -243.0, -80.0, 208.0]"
1722432291.909683,"[-7.4284, -2.1756, 6.6934, -0.1824, -0.0608, 15.3216, -244.0, -80.0, 208.0]"
1722432292.0191574,"[-7.4088, -2.1952, 6.615, -0.1216, -0.0608, -0.0608, -242.0, -82.0, 208.0]"
1722432292.128691,"[-7.4186, -2.1266, 6.4386, -0.1824, 15.504, -15.3824, -243.0, -85.0, 208.0]"
1722432292.2382476,"[-7.3794, -2.1854, 6.6934, -0.1824, 15.504, -15.4432, -244.0, -83.0, 208.0]"
1722432292.3477323,"[-7.3598, -2.0874, 6.5954, -0.1824, -0.0608, -0.1216, -245.0, -80.0, 204.0]"
1722432292.4571755,"[-7.3794, -2.1462, 6.4582, -0.1216, 15.504, -15.5648, -243.0, -81.0, 208.0]"
1722432292.566647,"[-7.4088, -2.2932, 6.6836, -0.1824, 15.504, -15.5648, -242.0, -82.0, 204.0]"
1722432292.67616,"[-7.3696, -2.1168, 6.6836, -0.1216, -0.0608, 15.4432, -243.0, -82.0, 208.0]"
1722432292.7856474,"[-7.4382, -2.1952, 6.762, -0.0608, 15.504, -15.5648, -242.0, -84.0, 208.0]"
1722432292.8950708,"[-7.4382, -2.2344, 6.615, -0.2432, 15.504, 0.0, -242.0, -82.0, 208.0]"
1722432293.004523,"[-7.4382, -2.1658, 6.7522, -0.1824, 15.504, -15.5648, -242.0, -82.0, 208.0]"
1722432293.1140003,"[-7.497, -2.1462, 6.468, -0.0608, -0.0608, -0.0608, -242.0, -82.0, 208.0]"
