1720803218.8252425,"[0.0588, -0.0784, 10.0058, -0.2432, 15.504, -15.4432, -432.0, 57.0, -356.0]"
1720803219.840116,"[-0.0392, -0.0588, 9.8, -0.1824, 15.504, -15.504, -438.0, 56.0, -352.0]"
1720803220.8548362,"[0.0686, -0.1078, 10.1038, 0.0, 0.0, 0.0, -438.0, 55.0, -356.0]"
1720803221.8699257,"[0.0686, -0.0392, 10.1234, 0.0, 0.0, -15.5648, -439.0, 57.0, -352.0]"
1720803222.8847978,"[0.0196, -0.1176, 9.7314, -0.1824, 15.504, -15.4432, -424.0, 60.0, -352.0]"
1720803223.898725,"[0.0784, 0.0, 9.8196, -0.1216, -0.0608, -0.0608, -437.0, 56.0, -352.0]"
1720803224.9134467,"[0.0098, -0.0098, 9.7804, 0.0, 0.0, -15.5648, -439.0, 56.0, -352.0]"
1720803225.9277146,"[0.0196, -0.0294, 10.0058, -0.1216, 15.504, -15.5648, -430.0, 56.0, -360.0]"
1720803226.942271,"[0.0098, -0.1176, 9.8588, -0.1216, 15.504, -15.3824, -435.0, 54.0, -352.0]"
1720803227.9563794,"[0.0392, -0.0686, 9.7608, -0.1216, 15.504, -15.3824, -438.0, 56.0, -352.0]"
1720803228.9711611,"[-0.0392, -0.0686, 9.9862, -0.1216, 15.504, -15.5648, -438.0, 57.0, -352.0]"
1720803229.985549,"[0.0, -0.0882, 9.996, -0.0608, 15.504, -15.5648, -433.0, 56.0, -352.0]"
1720803230.999892,"[0.0294, -0.0784, 10.0548, 0.0, 0.0, -15.5648, -438.0, 55.0, -352.0]"
1720803232.0144384,"[0.0392, -0.1372, 9.8294, -0.0608, 15.504, -15.5648, -440.0, 57.0, -352.0]"
1720803233.0292816,"[0.0098, 0.049, 9.7118, -0.1216, 15.504, -15.3824, -434.0, 57.0, -352.0]"
1720803234.044131,"[0.0196, -0.0392, 9.8784, -0.1216, 15.504, -15.504, -435.0, 59.0, -356.0]"
1720803235.0590343,"[0.0098, -0.0784, 10.0352, -0.0608, -0.0608, 15.4432, -435.0, 57.0, -352.0]"
