1718783244.0066867,1004.0741
1718783244.5111518,1004.0741
1718783245.0157642,1004.0568
1718783245.5203402,1004.0568
1718783246.0246027,1004.0568
1718783246.5292144,1004.0301
1718783247.033688,1004.0301
1718783247.538224,1004.0827
1718783248.0426056,1004.0827
1718783248.5470765,1004.0913
1718783249.0514722,1004.0559
1718783249.5558746,1004.0559
1718783250.0604563,1004.0292
1718783250.5649018,1004.0292
1718783251.06921,1004.0904
1718783251.5737712,1004.0904
1718783252.078094,1004.0727
1718783252.5826175,1004.0722
1718783253.087096,1004.0722
1718783253.5914052,1004.0808
1718783254.0958943,1004.0808
1718783254.6002285,1004.1066
1718783255.1047835,1004.1501
1718783255.609268,1004.1501
1718783256.113803,1004.1759
1718783256.6179423,1004.1759
1718783257.1224563,1004.2108
1718783257.6269307,1004.2108
1718783258.1313534,1004.1755
1718783258.6357973,1004.2453
1718783259.1403427,1004.2453
1718783259.6448572,1004.2453
1718783260.1494596,1004.2453
1718783260.6539102,1004.2534
1718783261.1584132,1004.2969
1718783261.662945,1004.2969
1718783262.167486,1004.3227
1718783262.6720266,1004.3227
1718783263.1765687,1004.3662
1718783263.6811051,1004.3662
1718783264.1856275,1004.3657
1718783264.6901681,1004.4704
1718783265.194759,1004.4704
1718783265.6993048,1004.4527
1718783266.2039423,1004.4527
1718783266.7085013,1004.4437
1718783267.2130122,1004.4437
1718783267.7175982,1004.4527
1718783268.2222524,1004.5397
1718783268.7268417,1004.5397
1718783269.2310767,1004.5134
1718783269.7355738,1004.5134
1718783270.2400103,1004.5656
1718783270.7440937,1004.5742
1718783271.2486696,1004.5742
1718783271.7532065,1004.5914
1718783272.2577562,1004.5914
1718783272.762276,1004.6177
1718783273.2666135,1004.6177
1718783273.7707963,1004.6612
1718783274.2751713,1004.731
1718783274.7797768,1004.731
1718783275.2843876,1004.6956
1718783275.788959,1004.6956
1718783276.2934911,1004.7654
1718783276.7982595,1004.73
1718783277.3029606,1004.73
1718783277.8079195,1004.8089
1718783278.313304,1004.8089
1718783278.8178601,1004.7735
1718783279.3223102,1004.7735
1718783279.826879,1004.8787
1718783280.3314178,1004.8084
1718783280.835988,1004.8084
1718783281.340585,1004.8605
1718783281.8451204,1004.8605
1718783282.3496673,1004.9131
1718783282.8542604,1004.948
1718783283.3587637,1004.948
1718783283.8634348,1004.9829
1718783284.3684933,1004.9829
1718783284.8734448,1005.0527
1718783285.378466,1005.0527
1718783285.8831742,1005.0174
1718783286.3881311,1004.9825
1718783286.8930566,1004.9825
1718783287.3980317,1005.1135
1718783287.9030175,1005.1135
1718783288.408045,1005.0523
1718783288.9127474,1005.0523
1718783289.41777,1005.1397
1718783289.9227977,1005.1135
1718783290.4278996,1005.1135
1718783290.932691,1005.166
1718783291.4376342,1005.166
1718783291.942531,1005.1833
1718783292.4475377,1005.157
1718783292.9522488,1005.157
1718783293.4572167,1005.2182
1718783293.9621813,1005.2182
1718783294.4671333,1005.2794
1718783294.9721732,1005.2794
1718783295.4769468,1005.2531
1718783295.9816434,1005.3143
1718783296.4866302,1005.3143
1718783296.9915771,1005.2707
1718783297.4964771,1005.2707
1718783298.0014281,1005.3143
1718783298.506414,1005.3315
1718783299.0113075,1005.3315
1718783299.5162895,1005.3668
1718783300.021277,1005.3668
1718783300.5259776,1005.4018
1718783301.0309649,1005.4018
1718783301.5359092,1005.4367
1718783302.0409033,1005.4104
1718783302.5455825,1005.4104
1718783303.0504813,1005.4453
1718783303.5554142,1005.4453
1718783304.0603857,1005.4625
1718783304.5653443,1005.4802
1718783305.0703778,1005.4802
1718783305.5750608,1005.5065
1718783306.0799637,1005.5065
1718783306.5848875,1005.5246
1718783307.0898643,1005.5246
1718783307.5945873,1005.4897
1718783308.099561,1005.4548
1718783308.6042318,1005.4548
1718783309.108902,1005.4548
1718783309.613635,1005.4548
1718783310.1184897,1005.4901
1718783310.623225,1005.4901
1718783311.1279337,1005.4466
1718783311.632623,1005.4725
1718783312.1373413,1005.4725
1718783312.641946,1005.4643
1718783313.1464899,1005.4643
1718783313.650953,1005.4815
1718783314.1554184,1005.5083
1718783314.659762,1005.5083
1718783315.1642408,1005.4729
1718783315.668559,1005.4729
1718783316.1729012,1005.4815
1718783316.67717,1005.4815
1718783317.1818395,1005.4815
1718783317.6864014,1005.482
1718783318.1906085,1005.482
1718783318.6949468,1005.4643
1718783319.199596,1005.4643
1718783319.7041101,1005.4729
1718783320.2087097,1005.482
1718783320.71328,1005.482
1718783321.2179759,1005.4647
1718783321.7226906,1005.4647
1718783322.2274144,1005.4996
1718783322.7320669,1005.4996
1718783323.2367094,1005.4471
1718783323.7414515,1005.5083
1718783324.246159,1005.5083
1718783324.750652,1005.4996
1718783325.2552857,1005.4996
1718783325.7597797,1005.5169
1718783326.2644048,1005.5083
1718783326.7688787,1005.5083
1718783327.273459,1005.4643
1718783327.7779903,1005.4643
1718783328.2825158,1005.5432
1718783328.7870235,1005.5432
1718783329.2917414,1005.4729
1718783329.7961533,1005.5078
1718783330.3007386,1005.5078
1718783330.8051126,1005.5164
1718783331.3094797,1005.5164
1718783331.8139565,1005.5164
1718783332.3183994,1005.5164
1718783332.822723,1005.4815
1718783333.3271735,1005.5078
1718783333.8316224,1005.5078
1718783334.3360682,1005.4289
1718783334.8404717,1005.4289
1718783335.344985,1005.4815
1718783335.84931,1005.4552
1718783336.3538709,1005.4552
1718783336.858404,1005.5518
1718783337.3628647,1005.5518
1718783337.8674643,1005.5341
1718783338.371976,1005.5341
1718783338.8765192,1005.4815
1718783339.381039,1005.5078
1718783339.885163,1005.5078
1718783340.3897774,1005.5341
1718783340.8943672,1005.5341
1718783341.3989875,1005.5337
1718783341.9033186,1005.5164
1718783342.407643,1005.5164
1718783342.9120169,1005.5423
1718783343.4165537,1005.5423
1718783343.9207916,1005.4988
1718783344.4253893,1005.4988
1718783344.9299083,1005.5074
1718783345.4345307,1005.5423
1718783345.9391232,1005.5423
1718783346.4436858,1005.4897
1718783346.9482632,1005.4897
1718783347.4528105,1005.516
1718783347.9573328,1005.516
1718783348.4619699,1005.5246
1718783348.966558,1005.5423
1718783349.471077,1005.5423
1718783349.9756906,1005.4892
1718783350.4802055,1005.4892
1718783350.984732,1005.5246
1718783351.4892473,1005.5423
1718783351.99381,1005.5423
1718783352.4983454,1005.5246
1718783353.0028946,1005.5246
1718783353.5085511,1005.516
1718783354.0143952,1005.516
1718783354.5203218,1005.5341
1718783355.0268085,1005.4638
1718783355.5333352,1005.4638
1718783356.039663,1005.5862
1718783356.546237,1005.5862
1718783357.0526986,1005.5074
1718783357.5589497,1005.5513
1718783358.0650916,1005.5513
1718783358.571342,1005.4988
1718783359.077551,1005.4988
1718783359.5836627,1005.516
1718783360.0899525,1005.516
1718783360.5961807,1005.5776
1718783361.1024191,1005.5513
1718783361.6085413,1005.5513
1718783362.1145608,1005.6039
1718783362.6206224,1005.6039
1718783363.126702,1005.6125
1718783363.632839,1005.6039
1718783364.1391082,1005.6039
1718783364.645508,1005.6212
1718783365.151828,1005.6212
1718783365.6564114,1005.6474
1718783366.160901,1005.6474
1718783366.6654472,1005.6565
1718783367.169959,1005.6914
1718783367.67445,1005.6914
1718783368.1789417,1005.7
1718783368.6834855,1005.7
1718783369.1879737,1005.7177
1718783369.6925228,1005.8401
1718783370.1971147,1005.8401
1718783370.701698,1005.7789
1718783371.2062397,1005.7789
1718783371.7107723,1005.8927
1718783372.215306,1005.8927
1718783372.7198358,1005.8664
1718783373.2242968,1005.8841
1718783373.7288024,1005.8841
