"[1008.1961, 1008.235]",0
"[1008.235, 1008.4787]",1
"[1008.4787, 1008.545]",0
"[1008.545, 1008.6742]",0
"[1008.6742, 1008.5919]",0
"[1008.5919, 1008.847]",1
"[1008.847, 1008.8035]",0
"[1008.8035, 1008.847]",0
"[1008.847, 1008.9293]",0
"[1008.9293, 1008.1526]",0
"[1008.1526, 1007.917]",0
"[1007.917, 1007.7054]",0
"[1007.7054, 1007.4663]",0
"[1007.4663, 1007.2581]",0
"[1007.2581, 1007.0499]",0
"[1007.0499, 1006.8738]",0
"[1006.8738, 1006.7365]",0
"[1006.7365, 1006.6073]",0
"[1006.6073, 1006.6816]",0
"[1006.6816, 1006.5089]",0
"[1006.5089, 1006.4815]",0
"[1006.4815, 1006.3522]",0
"[1006.3522, 1006.1635]",0
"[1006.1635, 1005.9988]",0
"[1005.9988, 1006.0537]",0
"[1006.0537, 1005.7163]",0
"[1005.7163, 1005.6454]",0
"[1005.6454, 1005.7163]",0
"[1005.7163, 1005.4612]",0
"[1005.4612, 1005.3709]",0
"[1005.3709, 1005.2611]",0
"[1005.2611, 1005.0884]",0
"[1005.0884, 1005.0095]",0
"[1005.0095, 1003.7701]",0
"[1003.7701, 1004.7979]",1
"[1004.7979, 1004.5978]",0
"[1004.5978, 1004.5464]",0
"[1004.5464, 1004.3622]",0
"[1004.3622, 1004.3657]",0
"[1004.3657, 1004.0832]",0
"[1004.0832, 1003.9735]",0
"[1003.9735, 1003.8282]",0
"[1003.8282, 1003.0761]",0
"[1003.0761, 1003.6007]",1
"[1003.6007, 1003.4829]",0
"[1003.4829, 1003.0996]",0
"[1003.0996, 1003.4704]",1
"[1003.4704, 1003.3961]",0
"[1003.3961, 1003.3881]",0
"[1003.3881, 1003.45]",0
"[1003.45, 1003.8651]",1
"[1003.8651, 1005.2018]",2
"[1005.2018, 1006.072]",3
