1722429593.199608,"[-4.1552, -8.3692, -4.2336, 0.0, 0.0, 0.3648, 36.0, -146.0, -172.0]"
1722429593.3096056,"[-4.1846, -8.4378, -4.4786, -0.1824, -0.0608, -0.2432, 37.0, -142.0, -172.0]"
1722429593.4193757,"[-4.3218, -8.3104, -4.1944, 0.304, -15.5648, 14.8352, 37.0, -146.0, -172.0]"
1722429593.5290928,"[-4.2434, -8.3006, -4.165, -1.0944, -0.0608, -0.9728, 39.0, -146.0, -176.0]"
1722429593.6388006,"[-4.214, -8.3202, -4.3218, 0.3648, -15.5648, -0.5472, 36.0, -147.0, -172.0]"
1722429593.7485123,"[-4.1944, -8.2614, -4.3316, -1.3376, -0.0608, 14.896, 37.0, -149.0, -172.0]"
1722429593.8582308,"[-4.2042, -8.2418, -4.3512, -0.4256, -0.0608, 14.896, 37.0, -143.0, -172.0]"
1722429593.9679587,"[-4.2336, -8.3398, -4.361, -0.304, 15.504, 0.3648, 39.0, -147.0, -172.0]"
1722429594.0776904,"[-4.2924, -8.1732, -4.1944, -1.0336, -0.0608, -0.304, 39.0, -144.0, -172.0]"
1722429594.1873982,"[-4.1454, -8.3496, -4.1944, 1.216, 0.0, -15.3824, 34.0, -145.0, -176.0]"
1722429594.297143,"[-4.2336, -8.428, -4.4982, -0.7904, -0.0608, -1.0944, 37.0, -147.0, -172.0]"
1722429594.406898,"[-4.2238, -8.4574, -4.4002, 0.0608, -15.5648, -0.304, 37.0, -145.0, -176.0]"
1722429594.5166495,"[-4.1944, -8.3006, -4.165, 0.608, -15.5648, -0.5472, 36.0, -145.0, -172.0]"
1722429594.6263692,"[-4.2042, -8.5162, -4.3806, -0.4256, 15.504, -15.2, 37.0, -144.0, -172.0]"
1722429594.736091,"[-4.2336, -8.3006, -4.1846, 0.304, -15.5648, -0.9728, 37.0, -145.0, -176.0]"
1722429594.845824,"[-4.2336, -8.3986, -4.1748, 0.4256, -15.5648, -0.1824, 37.0, -143.0, -172.0]"
1722429594.955505,"[-4.1846, -8.3594, -4.3022, 0.2432, 0.0, -15.2, 36.0, -148.0, -172.0]"
1722429595.065264,"[-4.2238, -8.33, -4.2336, -0.1216, -0.0608, 15.3216, 39.0, -146.0, -172.0]"
1722429595.1749842,"[-4.2434, -8.4182, -4.2924, 1.0336, -15.5648, -0.0608, 39.0, -148.0, -172.0]"
