1722414032.4588583,"[-1.2544, 1.0192, 9.8686, -1.52, -0.0608, -0.1216, -482.0, -148.0, -428.0]"
1722414032.5688105,"[-1.225, 1.1662, 10.143, 0.9728, 0.0, 0.1824, -478.0, -148.0, -428.0]"
1722414032.6786208,"[-1.078, 1.029, 9.8392, -0.6688, -0.0608, 15.504, -480.0, -148.0, -428.0]"
1722414032.7884612,"[-1.0976, 0.9898, 9.9568, 0.7296, -15.5648, 15.3824, -480.0, -147.0, -428.0]"
1722414032.8982797,"[-0.98, 1.0878, 9.898, -0.4256, 15.504, -15.2608, -481.0, -148.0, -428.0]"
1722414033.0080502,"[-1.1956, 0.98, 9.702, -0.7296, 15.504, -15.2608, -480.0, -148.0, -428.0]"
1722414033.1178367,"[-1.0878, 0.98, 9.8588, -0.2432, -0.0608, -0.1824, -481.0, -149.0, -428.0]"
1722414033.2275717,"[-1.078, 1.029, 9.6138, 1.0336, 0.0, -15.5648, -482.0, -148.0, -428.0]"
1722414033.3373067,"[-1.029, 0.9604, 9.604, -1.3376, -0.0608, -1.1552, -477.0, -148.0, -424.0]"
1722414033.4473271,"[-1.0388, 1.0388, 9.9666, -0.7904, 15.504, 0.4864, -479.0, -148.0, -428.0]"
1722414033.5568805,"[-1.2544, 0.9996, 9.6628, 0.6688, 0.0, -15.4432, -477.0, -148.0, -428.0]"
1722414033.666451,"[-1.1172, 0.9702, 9.7118, -0.6688, -0.0608, 15.4432, -479.0, -149.0, -424.0]"
1722414033.7760217,"[-1.1074, 1.078, 9.7314, 1.6416, 0.0, 0.8512, -481.0, -146.0, -428.0]"
1722414033.885534,"[-1.1564, 1.0192, 9.9274, -1.6416, -0.0608, -0.608, -479.0, -148.0, -428.0]"
1722414033.9950619,"[-1.029, 1.0878, 9.8784, 0.1824, 0.0, -15.5648, -482.0, -150.0, -428.0]"
1722414034.1045997,"[-1.1564, 1.2054, 9.604, 0.4864, 0.0, -15.2, -480.0, -147.0, -428.0]"
1722414034.214127,"[-1.1564, 1.0486, 9.947, -0.0608, -0.0608, -0.1216, -480.0, -149.0, -424.0]"
1722414034.323631,"[-1.0192, 1.127, 9.8686, -0.6688, 15.504, 0.2432, -482.0, -147.0, -428.0]"
1722414034.4331648,"[-1.0878, 0.9898, 9.7706, -0.0608, 15.504, -15.5648, -481.0, -146.0, -428.0]"
1722414034.5426936,"[-1.1172, 0.9702, 9.7608, 1.1552, 0.0, 0.0, -480.0, -146.0, -424.0]"
