1718857936.5812907,"[7.9772, -3.822, -2.6656, -61.3472, 30.8864, -38.304, 24.0, 146.0, 12.0]"
1718857936.6958542,"[11.123, -5.1156, -4.6256, -63.6576, 15.2608, -21.584, 17.0, 143.0, 16.0]"
1718857936.8103387,"[9.4668, -7.3598, -4.9882, -64.144, 61.9552, -0.3648, 11.0, 142.0, 16.0]"
1718857936.9249234,"[8.526, -5.4978, -3.6162, -21.8272, 46.5728, 33.744, 11.0, 150.0, 8.0]"
1718857937.0393782,"[6.1642, -5.0568, -1.519, 2.6752, -46.6944, 91.0784, 23.0, 158.0, 8.0]"
1718857937.1538842,"[5.7722, -4.1258, -2.1462, 11.0048, -77.824, 21.7664, 36.0, 152.0, 16.0]"
1718857937.2683184,"[6.909, -3.577, -3.087, 0.4864, 15.5648, -2.0064, 42.0, 149.0, 20.0]"
1718857937.3827088,"[6.3504, -3.1556, -2.3128, -19.0304, 62.1376, -62.1376, 34.0, 151.0, 20.0]"
1718857937.4971082,"[8.3986, -1.9894, -3.0968, -19.152, -0.1216, -45.2352, 19.0, 150.0, 20.0]"
1718857937.611556,"[7.7126, -1.4798, -2.989, -22.7392, -15.6864, -17.9968, 7.0, 135.0, 28.0]"
1718857937.7259982,"[7.8792, -1.0094, -4.0866, -56.7264, -15.808, -43.3504, -16.0, 114.0, 28.0]"
1718857937.8404493,"[8.7416, -1.4406, -5.0764, -65.9072, -15.8688, -20.4896, -33.0, 103.0, 20.0]"
1718857937.9548671,"[11.662, -4.2826, -8.6436, -92.5984, 15.2, -43.472, -43.0, 97.0, 4.0]"
1718857938.0693276,"[11.0054, -4.1944, -8.1438, -27.7248, -15.6864, 1.3376, -44.0, 97.0, -8.0]"
1718857938.1837537,"[7.742, -2.842, -6.0172, 7.1744, -31.1296, 50.0384, -43.0, 105.0, 0.0]"
1718857938.2982013,"[7.6636, -2.3128, -6.3504, 20.2464, 0.0608, 25.9008, -41.0, 105.0, 4.0]"
1718857938.4125967,"[7.4186, -1.0094, -6.3014, 27.8464, 15.6256, 0.6688, -42.0, 108.0, 8.0]"
1718857938.527018,"[7.546, -0.1568, -5.6938, 3.04, 15.5648, 8.3904, -47.0, 107.0, 12.0]"
1718857938.6414218,"[6.762, 0.7154, -5.1156, 2.6144, 15.5648, -10.4576, -51.0, 105.0, 12.0]"
1718857938.7558818,"[4.9392, 0.6566, -3.7632, -1.216, 15.504, -15.6864, -50.0, 106.0, 4.0]"
1718857938.8703392,"[6.1642, 0.5488, -5.194, -17.328, 46.5728, -41.7088, -48.0, 103.0, -8.0]"
1718857938.9847775,"[9.3002, -2.7048, -5.9682, 13.7408, 15.5648, -42.256, -40.0, 101.0, -12.0]"
1718857939.0992196,"[14.4844, -9.7314, -12.6322, -7.8432, 31.0688, -32.224, -35.0, 93.0, -20.0]"
1718857939.213654,"[20.0606, -20.0704, -20.0704, 209.0912, 125.3088, 104.6368, -27.0, 96.0, -12.0]"
1718857939.32809,"[20.0606, -11.7894, -9.5746, 238.4576, 592.3744, -22.8608, -21.0, 117.0, -72.0]"
1718857939.4443932,"[10.0352, 20.0606, 0.0, 0.0, 482.5088, 747.1104, -44.0, 3.0, 68.0]"
1718857939.5850618,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1718857939.6994672,"[-20.0704, 9.359, -20.0704, -783.5296, 1724.592, 601.3728, 17.0, 5.0, 80.0]"
1718857939.8139527,"[-7.35, -20.0704, -20.0704, 134.064, 1588.096, -974.6848, -45.0, -27.0, -76.0]"
1718857939.928389,"[-12.7106, 20.0606, -20.0704, -72.7776, 1509.4816, 876.7968, 139.0, 99.0, 0.0]"
1718857940.044198,"[2.5186, -20.0704, -20.0704, -793.9872, 1288.7168, -811.4976, 59.0, 147.0, 24.0]"
1718857940.1741052,"[-4.4492, 4.9196, -20.0704, 684.9728, 2.6752, 13.3152, 0.0, 0.0, 0.0]"
1718857940.3161588,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1718857940.430654,"[-2.303, -20.0704, -19.0512, -209.2128, 1026.4256, -973.8336, 22.0, 160.0, -76.0]"
1718857940.5450873,"[-0.9016, 7.4088, -20.0704, 676.5216, 1123.28, 213.104, -41.0, -19.0, 56.0]"
1718857940.681456,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 128.0, -20.0]"
1718857940.7960317,"[3.6064, -20.0704, -15.6506, -785.9008, 806.2688, -624.2944, 91.0, 145.0, 8.0]"
1718857940.9105155,"[-5.831, -19.5804, -17.8164, 383.4048, 904.2176, -699.0784, -65.0, -2.0, -80.0]"
1718857941.0249505,"[0.6958, 5.684, -15.435, 616.9376, 842.8704, 332.6368, 12.0, 3.0, 76.0]"
1718857941.1394327,"[-2.0678, 11.8776, -13.1614, -220.096, 808.4576, 773.4976, 139.0, 70.0, 16.0]"
1718857941.254078,"[2.3912, -17.1598, -20.0704, -920.8768, 899.1104, -172.4896, 53.0, 111.0, 60.0]"
1718857941.3685942,"[-3.332, -20.0704, -10.633, -75.0272, 809.0656, -798.4864, -63.0, 2.0, -84.0]"
1718857941.4830768,"[-4.2434, -3.822, -15.337, 616.6944, 749.4816, -125.7344, 45.0, -48.0, 48.0]"
1718857941.5976462,"[-20.0704, -20.0704, -20.0704, 568.7232, -60.0704, 391.1872, 143.0, 15.0, -4.0]"
1718857941.7121258,"[-4.8706, -3.4104, -17.7968, -899.2928, 525.6768, 315.4912, -89.0, 9.0, -32.0]"
1718857941.8266504,"[7.1246, -13.622, -11.2112, -745.2864, 495.1552, -634.2656, 88.0, -50.0, -68.0]"
1718857941.941097,"[-0.343, -10.4566, -0.98, -62.6848, 264.2976, -891.8752, 136.0, 98.0, 0.0]"
1718857942.0554616,"[-4.0964, -6.1152, -2.254, 288.2528, 172.3072, -801.1616, -69.0, 119.0, -28.0]"
1718857942.1699271,"[-14.1218, -6.2524, -8.673, 514.4288, 235.4784, -643.264, -57.0, -10.0, 40.0]"
1718857942.2843285,"[-19.7372, -12.9556, 5.0862, 655.9104, -59.7056, -465.12, 136.0, 26.0, 28.0]"
1718857942.3987157,"[12.2892, 20.0606, -17.5812, 550.24, 157.776, -907.3184, 30.0, 164.0, -48.0]"
1718857942.5131168,"[-0.931, 1.3328, -2.1756, 31.312, -311.1744, -592.2528, -89.0, 56.0, 8.0]"
1718857942.6274762,"[-4.8412, 2.205, -4.3316, -134.2464, -498.6208, -390.3968, -48.0, -52.0, -20.0]"
