1720849508.193905,-0.6076, -8.036, -5.1744, -9.0592, 93.328, 72.352, 30.0, -59.0, 44.0
1720849509.2094188,-0.3038, -9.359, -6.2034, 17.0848, 31.1904, 52.8352, -9.0, -69.0, 104.0
1720849510.2241156,-0.8526, -8.6632, -5.9388, 14.0448, -77.824, -18.3616, -17.0, -65.0, 112.0
1720849511.2387824,-1.0094, -9.1434, -5.9094, -6.6272, -31.1904, -58.064, 24.0, -76.0, 60.0
1720849512.2535207,-0.7644, -9.1728, -5.733, -13.3152, -31.1904, -52.5312, 43.0, -20.0, 36.0
1720849513.2681966,-0.5978, -8.6632, -5.8898, 5.7152, -46.6944, -20.6112, 31.0, 36.0, 60.0
1720849514.2827983,-0.8134, -8.5946, -5.8702, 0.304, 0.0, -11.7952, 14.0, 47.0, 80.0
1720849515.2974958,-0.7056, -8.7906, -5.8604, 4.3168, 15.5648, 5.8976, 22.0, 39.0, 68.0
1720849516.312146,-0.6174, -8.5946, -5.7232, -1.1552, 15.504, 30.5824, 32.0, 25.0, 52.0
1720849517.3268034,-0.7154, -8.6534, -5.439, -14.4704, 31.0688, 4.9856, 41.0, -1.0, 40.0
1720849518.3453345,-0.5978, -8.7122, -5.5566, -0.3648, -0.0608, 15.0176, 43.0, -21.0, 40.0
1720849519.3599505,-0.784, -8.526, -5.6252, 4.9856, -15.5648, -6.1408, 42.0, -9.0, 36.0
1720849520.37467,-0.6076, -8.7612, -5.6742, -4.6208, -0.0608, -5.3504, 41.0, -3.0, 40.0
1720849521.3893776,-0.6664, -8.4476, -6.1152, -4.9856, 15.504, 5.8368, 41.0, 1.0, 36.0
1720849522.4040043,-0.7056, -8.575, -5.5762, -20.064, 15.4432, 8.0256, 44.0, -6.0, 36.0
1720849523.422395,-0.7938, -8.0066, -5.047, 0.4864, 0.0, 2.3712, 40.0, -14.0, 36.0
1720849524.4371076,-0.7644, -11.2896, -6.8992, -26.2048, -0.1216, 13.8624, 44.0, -17.0, 40.0
1720849525.4521484,-0.4802, -8.1438, -5.5664, -2.9792, 15.504, 3.8304, 41.0, -22.0, 36.0
1720849526.4669752,-1.1172, -11.711, -7.8106, -5.168, 15.504, -2.4928, 39.0, -29.0, 36.0
1720849527.481623,-0.392, -9.3884, -6.5856, 10.2752, 0.0, 2.432, 32.0, -35.0, 28.0
1720849528.5000026,-0.4998, -7.9772, -4.9686, 12.7072, 0.0, -10.032, 26.0, -43.0, 20.0
1720849529.5146327,-0.6174, -6.4778, -3.6848, -9.3024, -15.6256, 14.592, 16.0, -39.0, 16.0
1720849530.5293949,-0.8918, -9.1434, -5.292, -10.336, -0.0608, 0.0608, 15.0, -31.0, 20.0
1720849531.5440915,-0.9114, -5.978, -4.116, 1.9456, -31.1296, -9.7888, 13.0, -21.0, 24.0
1720849532.5588048,-0.49, -7.8498, -4.263, -18.4832, -15.6864, -15.8688, 14.0, 8.0, 32.0
1720849533.5772846,-0.343, -7.007, -5.0764, -11.4912, -15.6256, -25.9008, 4.0, 35.0, 48.0
1720849534.5919423,-1.0584, -7.987, -4.9588, -4.56, -31.1904, -19.3952, -14.0, 45.0, 72.0
1720849535.606708,-0.3724, -5.9388, -3.8024, -14.5312, -31.1904, -20.3072, -36.0, 31.0, 100.0
1720849536.6214201,-1.0388, -8.3006, -4.7334, -9.0592, -31.1904, -29.3056, -49.0, -9.0, 108.0
1720849537.6362624,-0.8526, -7.3794, -5.2332, -0.3648, -31.1904, -35.4464, -36.0, -60.0, 96.0
1720849538.6543138,-1.176, -10.0352, -6.7718, -12.768, -31.1904, -45.7824, -3.0, -75.0, 56.0
1720849539.669021,-0.735, -10.0646, -6.5268, 1.1552, -62.2592, -36.4192, 27.0, -39.0, 28.0
1720849540.683933,-1.0682, -10.0352, -6.5562, -18.1792, -46.816, -32.2848, 18.0, 28.0, 48.0
1720849541.698848,-0.392, -6.1642, -3.9494, 9.8496, -62.2592, -43.168, -19.0, 39.0, 100.0
1720849542.7138972,-0.4214, -7.7616, -5.0764, -7.7824, -62.32, -30.2784, -39.0, -33.0, 112.0
1720849543.735223,-0.392, -5.1548, -3.5672, -8.4512, -62.32, -51.6192, -5.0, -81.0, 56.0
1720849544.7503111,-1.078, -8.1046, -5.4978, -10.7616, -62.32, -57.3344, 22.0, -12.0, 24.0
1720849545.7655206,-0.5978, -7.0952, -5.243, -4.1952, -62.32, -62.0768, -14.0, 43.0, 84.0
1720849546.7805128,0.0784, -9.555, -5.978, -16.3552, -31.2512, -9.1808, -38.0, -30.0, 112.0
1720849547.7955055,-1.2152, -7.546, -4.459, 3.7696, -171.2128, -121.4176, 22.0, -39.0, 36.0
1720849548.8166926,-0.9016, -9.7706, -7.3304, -15.2, -186.8384, -93.4496, -34.0, -34.0, 108.0
1720849549.831695,-0.3822, -8.3006, -4.7824, -11.552, -155.7088, -137.3472, 10.0, 24.0, 52.0
1720849550.8468494,-0.8232, -6.8992, -4.9294, -25.2928, -186.8992, -125.3696, -6.0, -71.0, 60.0
1720849551.8617952,-0.539, -10.633, -7.3206, -10.5184, -124.5792, -106.4608, -28.0, 25.0, 96.0
1720849552.8768127,0.0882, -10.4468, -6.713, -10.944, -140.144, -92.9024, 7.0, -62.0, 48.0
1720849553.897982,-0.1764, -11.417, -8.4966, -10.336, -155.7088, -95.3952, -22.0, 27.0, 96.0
1720849554.9133072,-0.9212, -8.2222, -4.8902, -12.3424, -155.7088, -94.9088, 16.0, -49.0, 40.0
1720849555.9288104,-0.8134, -7.2618, -4.8804, -10.336, -140.144, -108.2848, -36.0, -2.0, 108.0
1720849556.944229,-0.2254, -8.428, -5.5174, 19.3344, -15.504, -1.7024, -28.0, -53.0, 92.0
1720849557.9595993,-0.735, -6.8894, -4.9294, -24.928, -0.1216, -9.2416, -26.0, -52.0, 92.0
1720849558.9810143,-0.7742, -8.0262, -5.9486, -10.5184, -15.6256, -5.4112, -23.0, -68.0, 76.0
1720849559.9963562,-1.7248, -6.7326, -5.0176, 15.4432, 15.5648, -13.1936, -10.0, -74.0, 64.0
1720849561.0122397,-0.0294, -7.007, -4.7334, 25.0496, 62.32, 59.888, -40.0, -22.0, 104.0
1720849562.0273638,-1.0192, -8.2614, -5.5762, -3.04, 77.7632, -15.1392, -31.0, -6.0, 104.0
1720849563.042055,-0.9114, -7.252, -5.5272, 14.9568, 93.3888, 46.9376, -17.0, 43.0, 68.0
1720849564.0570111,-0.8526, -8.869, -4.7236, -3.8304, -46.7552, -34.2304, 5.0, 24.0, 48.0
1720849565.0717258,-0.9898, -8.4868, -5.3214, -11.9168, -46.7552, -45.9648, -23.0, 34.0, 84.0
1720849566.0865192,-0.5194, -8.673, -5.2626, -10.7008, -109.0144, -66.1504, -35.0, -28.0, 100.0
1720849567.1012359,-0.4018, -8.5456, -5.2528, 11.552, 62.2592, 46.3904, -37.0, -14.0, 104.0
1720849568.1158922,-1.0192, -8.918, -5.0078, -0.4256, 77.7632, 33.9872, -19.0, 40.0, 80.0
1720849569.1368575,-0.882, -8.4868, -5.8408, -1.4592, -62.32, -40.9184, -9.0, 36.0, 68.0
1720849570.151553,-1.4112, -8.477, -5.341, 4.864, -31.1296, -23.9552, -35.0, 9.0, 100.0
1720849571.1662903,-0.49, -8.6044, -5.1842, 3.4656, 15.5648, 2.9184, -34.0, 17.0, 96.0
1720849572.1808963,-0.5782, -8.967, -5.5958, -6.3232, 31.0688, 16.5984, -25.0, 31.0, 84.0
1720849573.1955984,-0.8624, -8.7906, -5.7918, 0.912, -31.1296, -31.008, -31.0, 26.0, 88.0
1720849574.216398,-0.539, -8.9474, -5.635, 0.7904, -15.5648, -7.7216, -38.0, 8.0, 104.0
1720849575.2313082,-1.0878, -8.4574, -5.4488, -4.9856, -15.6256, -27.7248, -39.0, -14.0, 104.0
1720849576.2463555,-0.8624, -7.546, -4.9784, 4.0128, 31.1296, 22.6176, -36.0, 2.0, 104.0
1720849577.2613375,-1.0388, -8.4182, -5.6938, 2.432, 0.0, 13.2544, -28.0, 27.0, 92.0
1720849578.2763455,-0.2842, -7.889, -3.8514, 1.52, -15.5648, -31.0688, -31.0, 29.0, 92.0
1720849579.2971044,0.0, 2.1854, -0.5978, -11.7952, -140.144, -40.3712, -41.0, -47.0, -48.0
1720849580.3121858,-1.1564, -7.0952, 9.6824, -86.032, 46.3296, 35.264, 10.0, -22.0, -4.0
1720849581.3271728,-1.715, -6.5464, 9.6726, -21.8272, -77.9456, 16.112, -43.0, -81.0, -12.0
1720849582.3417213,-1.8718, -5.3116, 8.3104, -31.1904, -295.9136, -295.7312, -82.0, -106.0, -28.0
