1718861039.193704,"[3.4496, 7.4382, -6.8894, -2.7968, 15.504, -15.0784, 19.0, 6.0, 92.0]"
1718861039.3083727,"[3.2928, 7.4676, -6.762, -4.0736, -0.0608, -4.4992, 20.0, 10.0, 92.0]"
1718861039.422819,"[3.1066, 7.35, -7.1148, -3.7088, -0.0608, 10.2144, 19.0, 9.0, 92.0]"
1718861039.5372193,"[3.0086, 7.497, -6.8502, -0.7296, 15.504, -13.1936, 17.0, 8.0, 92.0]"
1718861039.6516235,"[3.2732, 7.8498, -7.8204, 9.2416, -15.5648, -2.9184, 19.0, 6.0, 88.0]"
1718861039.7659962,"[3.0772, 7.6048, -10.2508, 36.0544, 0.1216, -43.5328, 21.0, 6.0, 92.0]"
1718861039.8804414,"[2.989, 7.2226, -10.9074, 81.9584, -30.8256, 0.1216, 38.0, 3.0, 96.0]"
1718861039.994869,"[2.8518, 4.5864, -9.751, 119.776, -92.9632, 46.5728, 53.0, -14.0, 96.0]"
1718861040.1149218,"[1.8424, 2.1756, -8.1144, -11.0048, 15.504, 40.1888, 65.0, -25.0, 96.0]"
1718861040.2356083,"[2.5088, 3.9788, -8.4182, 18.7872, 0.0608, 6.2624, 58.0, -27.0, 100.0]"
1718861040.355957,"[2.1168, 2.3324, -9.3982, 81.5936, -46.3904, 88.2208, 72.0, -36.0, 96.0]"
1718861040.4745917,"[1.5288, 2.5872, -11.7698, 41.648, -62.1376, 87.248, 77.0, -56.0, 88.0]"
1718861040.5889797,"[2.2736, 2.0776, -11.8286, 68.4, -46.4512, 108.8928, 77.0, -72.0, 80.0]"
1718861040.703389,"[0.7252, 0.0294, -10.878, 45.296, -31.008, 56.7264, 72.0, -89.0, 76.0]"
1718861040.8178287,"[-0.6468, 0.8036, -10.3978, 79.1616, 15.8688, 58.4288, 76.0, -86.0, 76.0]"
1718861040.932198,"[-0.5978, -2.6558, -10.682, 108.2848, 47.0592, 48.5792, 85.0, -83.0, 84.0]"
