1721698549.2908366,"[3.675, 0.3038, 9.1728, -0.1824, -0.0608, -0.0608, 379.0, -179.0, 512.0]"
1721698549.4005444,"[3.6358, 0.2156, 9.3884, -0.1824, 15.504, -15.504, 379.0, -177.0, 512.0]"
1721698549.510241,"[3.7142, 0.245, 9.3884, -0.304, 15.504, -15.504, 376.0, -178.0, 512.0]"
1721698549.6198292,"[3.6946, 0.2646, 9.2708, -0.1216, -0.0608, -0.1824, 380.0, -177.0, 512.0]"
1721698549.7294576,"[3.626, 0.1862, 9.3884, -0.1824, 15.504, -15.4432, 380.0, -179.0, 508.0]"
1721698549.8390758,"[3.675, 0.1862, 9.212, -0.304, 15.504, -15.3216, 376.0, -177.0, 512.0]"
1721698549.948651,"[3.6554, 0.2842, 9.261, -0.2432, 15.504, -15.504, 378.0, -176.0, 512.0]"
1721698550.0582488,"[3.6456, 0.2058, 9.2904, -0.1824, 15.504, -15.3824, 377.0, -178.0, 508.0]"
1721698550.1678703,"[3.6652, 0.2646, 9.3786, -0.304, -0.0608, -0.1216, 378.0, -180.0, 508.0]"
1721698550.2774603,"[3.6064, 0.1372, 9.114, -0.2432, -0.0608, -0.1216, 377.0, -179.0, 512.0]"
1721698550.3870435,"[3.6358, 0.3038, 9.2316, -0.2432, 15.504, -15.3216, 378.0, -180.0, 512.0]"
1721698550.4966416,"[3.626, 0.1764, 9.2414, -0.304, 15.504, -15.3824, 379.0, -178.0, 512.0]"
1721698550.6062233,"[3.6456, 0.2744, 9.3982, -0.304, 15.504, -15.3824, 380.0, -176.0, 512.0]"
1721698550.7158444,"[3.6358, 0.2254, 9.359, -0.304, 15.504, -15.504, 379.0, -179.0, 508.0]"
1721698550.8254473,"[3.5868, 0.196, 9.3884, -0.2432, -0.0608, -0.0608, 379.0, -178.0, 508.0]"
1721698550.9350178,"[3.626, 0.1764, 9.2512, -0.3648, 15.504, -15.5648, 380.0, -178.0, 508.0]"
1721698551.044615,"[3.626, 0.2352, 9.2806, -0.2432, 15.504, -15.504, 378.0, -177.0, 512.0]"
