"[879.9418, 879.8787]",0
"[879.8787, 879.8811]",0
"[879.8811, 879.924]",0
"[879.924, 879.876]",0
"[879.876, 879.8279]",0
"[879.8279, 879.8708]",0
"[879.8708, 879.9288]",0
"[879.9288, 879.9844]",0
"[879.9844, 879.8883]",0
"[879.8883, 880.0146]",0
"[880.0146, 880.0019]",0
"[880.0019, 879.9666]",0
"[879.9666, 879.8629]",0
"[879.8629, 879.9261]",0
"[879.9261, 879.878]",0
"[879.878, 879.8931]",0
"[879.8931, 879.8653]",0
"[879.8653, 879.8122]",0
"[879.8122, 879.8677]",0
"[879.8677, 879.8677]",0
"[879.8677, 879.7995]",0
"[879.7995, 879.8979]",0
"[879.8979, 879.8979]",0
"[879.8979, 879.913]",0
"[879.913, 879.9281]",0
"[879.9281, 879.8725]",0
"[879.8725, 879.8801]",0
"[879.8801, 879.8321]",0
"[879.8321, 879.9027]",0
"[879.9027, 879.8876]",0
"[879.8876, 879.8698]",0
"[879.8698, 879.9178]",0
"[879.9178, 879.9202]",0
"[879.9202, 879.8293]",0
"[879.8293, 879.8924]",0
"[879.8924, 879.7888]",0
"[879.7888, 879.9075]",0
"[879.9075, 879.9226]",0
"[879.9226, 879.8746]",0
"[879.8746, 879.9731]",0
"[879.9731, 879.9099]",0
"[879.9099, 879.8821]",0
"[879.8821, 879.8567]",0
"[879.8567, 879.8996]",0
"[879.8996, 879.8643]",0
"[879.8643, 879.8313]",0
"[879.8313, 879.9298]",0
"[879.9298, 879.9171]",0
"[879.9171, 879.8893]",0
"[879.8893, 879.9171]",0
"[879.9171, 879.9397]",0
"[879.9397, 879.9572]",0
"[879.9572, 879.9219]",0
"[879.9219, 879.9219]",0
"[879.9219, 879.8663]",0
"[879.8663, 879.9243]",0
"[879.9243, 879.8965]",0
"[879.8965, 879.9116]",0
"[879.9116, 879.871]",0
"[879.871, 879.9139]",0
"[879.9139, 879.8861]",0
"[879.8861, 879.8607]",0
"[879.8607, 879.8405]",0
"[879.8405, 879.8758]",0
"[879.8758, 879.8504]",0
"[879.8504, 879.8655]",0
"[879.8655, 879.9211]",0
"[879.9211, 879.8174]",0
"[879.8174, 879.8528]",0
"[879.8528, 879.9108]",0
"[879.9108, 879.8905]",0
"[879.8905, 879.8853]",0
"[879.8853, 879.9409]",0
"[879.9409, 879.9155]",0
"[879.9155, 879.9155]",0
"[879.9155, 879.875]",0
"[879.875, 879.8901]",0
"[879.8901, 879.8901]",0
"[879.8901, 879.8265]",0
"[879.8265, 879.8797]",0
"[879.8797, 879.8543]",0
"[879.8543, 879.8972]",0
"[879.8972, 879.9325]",0
"[879.9325, 879.9047]",0
"[879.9047, 879.8995]",0
"[879.8995, 879.9043]",0
"[879.9043, 879.9373]",0
"[879.9373, 879.8892]",0
"[879.8892, 879.9118]",0
"[879.9118, 879.9396]",0
"[879.9396, 879.909]",0
"[879.909, 879.9495]",0
"[879.9495, 879.9722]",0
"[879.9722, 879.9392]",0
"[879.9392, 879.8708]",0
"[879.8708, 879.8986]",0
"[879.8986, 879.8986]",0
"[879.8986, 879.8859]",0
"[879.8859, 879.9161]",0
"[879.9161, 879.8755]",0
"[879.8755, 879.9033]",0
"[879.9033, 879.9538]",0
"[879.9538, 879.9057]",0
"[879.9057, 879.9486]",0
"[879.9486, 879.908]",0
"[879.908, 879.8118]",0
"[879.8118, 879.8675]",0
"[879.8675, 879.8698]",0
"[879.8698, 879.842]",0
"[879.842, 873.2814]",0
"[873.2814, 879.8467]",1
"[879.8467, 879.8873]",0
"[879.8873, 879.8392]",0
"[879.8392, 880.8717]",1
"[880.8717, 879.8769]",0
"[879.8769, 879.9401]",0
"[879.9401, 879.8995]",0
"[879.8995, 879.892]",0
"[879.892, 879.9146]",0
"[879.9146, 879.9372]",0
"[879.9372, 879.9372]",0
"[879.9372, 879.8966]",0
"[879.8966, 879.8688]",0
"[879.8688, 879.9674]",0
"[879.9674, 879.9547]",0
"[879.9547, 879.8758]",0
"[879.8758, 879.8051]",0
"[879.8051, 879.9315]",0
"[879.9315, 879.8758]",0
"[879.8758, 879.8909]",0
"[879.8909, 880.0881]",0
"[880.0881, 879.9385]",0
"[879.9385, 879.9211]",0
"[879.9211, 879.9107]",0
"[879.9107, 878.3274]",0
"[878.3274, 879.9461]",1
"[879.9461, 879.8701]",0
"[879.8701, 879.9229]",0
"[879.9229, 879.9304]",0
"[879.9304, 879.9304]",0
"[879.9304, 879.9304]",0
"[879.9304, 880.1622]",1
"[880.1622, 879.9299]",0
"[879.9299, 879.8667]",0
"[879.8667, 879.8539]",0
"[879.8539, 879.887]",0
"[879.887, 879.8945]",0
"[879.8945, 879.8539]",0
"[879.8539, 879.9096]",0
"[879.9096, 879.9954]",0
"[879.9954, 879.8841]",0
"[879.8841, 879.9119]",0
"[879.9119, 879.9548]",0
"[879.9548, 879.8736]",0
"[879.8736, 879.9595]",0
"[879.9595, 879.8962]",0
"[879.8962, 879.9189]",0
"[879.9189, 879.9189]",0
"[879.9189, 878.3707]",0
"[878.3707, 879.9009]",1
"[879.9009, 879.9363]",0
"[879.9363, 879.916]",0
"[879.916, 879.9235]",0
"[879.9235, 879.9514]",0
"[879.9514, 879.931]",0
"[879.931, 879.9386]",0
"[879.9386, 880.0018]",0
"[880.0018, 879.9612]",0
"[879.9612, 879.8852]",0
"[879.8852, 879.9003]",0
"[879.9003, 879.9711]",0
"[879.9711, 879.8974]",0
"[879.8974, 879.9026]",0
"[879.9026, 879.8951]",0
"[879.8951, 879.9101]",0
"[879.9101, 879.9177]",0
"[879.9177, 879.8771]",0
"[879.8771, 879.9328]",0
"[879.9328, 879.8921]",0
"[879.8921, 879.8997]",0
"[879.8997, 879.9275]",0
"[879.9275, 879.8591]",0
"[879.8591, 879.826]",0
"[879.826, 879.826]",0
"[879.826, 879.8892]",0
"[879.8892, 879.9043]",0
"[879.9043, 879.8689]",0
"[879.8689, 879.8765]",0
"[879.8765, 879.8788]",0
"[879.8788, 879.8863]",0
"[879.8863, 879.9142]",0
"[879.9142, 879.9495]",0
"[879.9495, 879.9292]",0
"[879.9292, 879.924]",0
"[879.924, 879.8683]",0
"[879.8683, 879.8683]",0
"[879.8683, 879.9037]",0
"[879.9037, 879.9188]",0
"[879.9188, 879.8834]",0
"[879.8834, 879.9211]",0
"[879.9211, 879.8857]",0
"[879.8857, 879.9361]",0
"[879.9361, 879.8804]",0
"[879.8804, 879.9106]",0
"[879.9106, 879.8955]",0
"[879.8955, 879.9106]",0
"[879.9106, 879.9106]",0
"[879.9106, 879.9738]",0
"[879.9738, 879.9332]",0
"[879.9332, 879.9257]",0
"[879.9257, 879.8978]",0
"[879.8978, 879.9558]",0
"[879.9558, 879.9709]",0
"[879.9709, 879.8873]",0
"[879.8873, 879.943]",0
"[879.943, 879.8873]",0
"[879.8873, 879.8745]",0
"[879.8745, 879.8745]",0
"[879.8745, 879.8745]",0
"[879.8745, 879.9175]",0
"[879.9175, 879.9604]",0
"[879.9604, 879.9326]",0
"[879.9326, 879.9604]",0
"[879.9604, 879.9476]",0
"[879.9476, 879.8362]",0
"[879.8362, 879.9273]",0
"[879.9273, 879.8791]",0
"[879.8791, 879.907]",0
"[879.907, 879.9221]",0
"[879.9221, 879.9349]",0
"[879.9349, 879.9168]",0
"[879.9168, 879.8965]",0
"[879.8965, 879.9093]",0
"[879.9093, 879.9244]",0
"[879.9244, 879.8611]",0
"[879.8611, 879.9394]",0
"[879.9394, 879.8559]",0
"[879.8559, 879.8988]",0
"[879.8988, 879.9545]",0
"[879.9545, 879.8506]",0
