"[1005.7537, 1005.6316]",0
"[1005.6316, 1005.4188]",0
"[1005.4188, 1005.36]",0
"[1005.36, 1005.3244]",0
"[1005.3244, 1005.2299]",0
"[1005.2299, 1005.1275]",0
"[1005.1275, 1005.1238]",0
"[1005.1238, 1005.1434]",0
"[1005.1434, 1004.9503]",0
"[1004.9503, 1004.9662]",0
"[1004.9662, 1004.9503]",0
"[1004.9503, 1004.7847]",0
"[1004.7847, 1004.7061]",0
"[1004.7061, 1004.8245]",0
"[1004.8245, 1004.6902]",0
"[1004.6902, 1004.5246]",0
"[1004.5246, 1004.592]",0
"[1004.592, 1004.4264]",0
"[1004.4264, 1004.3988]",0
"[1004.3988, 1004.2608]",0
"[1004.2608, 1003.9848]",0
"[1003.9848, 1003.9848]",0
"[1003.9848, 1003.626]",0
"[1003.626, 1003.6377]",0
"[1003.6377, 1003.4445]",0
"[1003.4445, 1003.2041]",0
"[1003.2041, 1002.9202]",0
"[1002.9202, 1002.7153]",0
"[1002.7153, 1002.4473]",0
"[1002.4473, 1002.1989]",0
"[1002.1989, 1002.0805]",0
"[1002.0805, 1001.9346]",0
"[1001.9346, 1001.7021]",0
"[1001.7021, 1001.5365]",0
"[1001.5365, 1001.4379]",0
"[1001.4379, 1001.2288]",0
"[1001.2288, 1001.075]",0
"[1001.075, 1001.0712]",0
"[1001.0712, 1001.1264]",0
"[1001.1264, 1001.1736]",0
"[1001.1736, 1001.2012]",0
"[1001.2012, 1001.2326]",0
"[1001.2326, 1001.3744]",0
"[1001.3744, 1002.4151]",1
"[1002.4151, 1003.0339]",2
"[1003.0339, 1003.6644]",3
